id,Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,Pdays,Previous,Poutcome,Y
5933,32,management,single,tertiary,no,611,yes,yes,cellular,9,jul,353,1,-1,0,unknown,3
5934,36,blue-collar,married,secondary,no,199,yes,no,cellular,9,jul,183,1,-1,0,unknown,1
5935,43,management,divorced,tertiary,no,0,no,no,cellular,9,jul,134,1,-1,0,unknown,3
5936,40,admin.,married,secondary,no,275,yes,no,cellular,9,jul,139,1,-1,0,unknown,1
5937,34,services,married,primary,no,31,no,yes,cellular,9,jul,53,3,-1,0,unknown,3
5938,44,management,married,tertiary,no,773,no,yes,cellular,9,jul,618,1,-1,0,unknown,3
5939,47,services,married,secondary,no,0,yes,no,telephone,9,jul,250,1,-1,0,unknown,1
5940,31,services,married,secondary,no,1,yes,no,cellular,9,jul,82,1,-1,0,unknown,0
5941,41,technician,married,secondary,no,112,yes,no,cellular,9,jul,158,1,-1,0,unknown,1
5942,57,technician,married,secondary,no,950,yes,no,cellular,9,jul,1272,1,-1,0,unknown,3
5943,53,technician,married,tertiary,no,673,yes,no,cellular,9,jul,182,1,-1,0,unknown,1
5944,37,admin.,single,secondary,no,1003,no,no,cellular,9,jul,259,3,-1,0,unknown,3
5945,48,admin.,married,secondary,no,719,yes,no,cellular,9,jul,205,1,-1,0,unknown,1
5946,26,unemployed,single,secondary,no,111,no,no,cellular,9,jul,537,1,-1,0,unknown,0
5947,35,admin.,married,primary,no,1994,no,no,cellular,9,jul,64,1,-1,0,unknown,3
5948,35,services,married,secondary,no,0,no,yes,telephone,9,jul,42,1,-1,0,unknown,3
5949,54,management,married,secondary,no,4816,no,yes,cellular,9,jul,406,1,-1,0,unknown,3
5950,28,blue-collar,single,primary,no,150,no,yes,cellular,9,jul,112,2,-1,0,unknown,3
5951,60,housemaid,married,primary,no,2270,yes,no,cellular,9,jul,206,1,-1,0,unknown,2
5952,46,entrepreneur,married,secondary,no,118,yes,no,cellular,9,jul,296,1,-1,0,unknown,1
5953,46,management,married,tertiary,no,-591,no,no,cellular,9,jul,126,1,-1,0,unknown,3
5954,33,admin.,married,tertiary,no,0,yes,yes,cellular,9,jul,389,3,-1,0,unknown,3
5955,52,technician,married,tertiary,no,3440,yes,no,cellular,9,jul,194,1,-1,0,unknown,1
5956,45,blue-collar,divorced,primary,no,452,yes,no,cellular,9,jul,96,1,-1,0,unknown,1
5957,45,management,divorced,tertiary,no,702,no,yes,cellular,9,jul,110,1,-1,0,unknown,3
5958,57,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,45,1,-1,0,unknown,3
5959,41,technician,married,secondary,no,351,yes,no,cellular,9,jul,175,1,-1,0,unknown,1
5960,59,self-employed,married,secondary,no,170,no,no,cellular,9,jul,62,1,-1,0,unknown,3
5961,44,technician,married,secondary,no,266,yes,no,cellular,9,jul,72,1,-1,0,unknown,1
5962,26,services,married,secondary,no,25,no,no,cellular,9,jul,94,1,-1,0,unknown,0
5963,54,services,married,secondary,no,-22,no,yes,cellular,9,jul,85,1,-1,0,unknown,3
5964,45,technician,married,secondary,no,2020,yes,no,cellular,9,jul,55,1,-1,0,unknown,1
5965,59,unemployed,married,tertiary,no,6,yes,no,cellular,9,jul,275,1,-1,0,unknown,3
5966,40,management,single,tertiary,no,1247,yes,no,cellular,9,jul,157,1,-1,0,unknown,1
5967,45,services,divorced,secondary,no,5758,yes,no,telephone,9,jul,16,1,-1,0,unknown,1
5968,53,technician,single,secondary,no,-165,yes,no,cellular,9,jul,89,1,-1,0,unknown,1
5969,27,services,single,secondary,no,387,no,yes,cellular,9,jul,194,1,-1,0,unknown,3
5970,35,admin.,married,secondary,no,1,yes,no,cellular,9,jul,112,1,-1,0,unknown,1
5971,45,blue-collar,married,secondary,no,4855,yes,no,cellular,9,jul,285,1,-1,0,unknown,1
5972,52,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1486,1,-1,0,unknown,1
5973,56,retired,married,tertiary,no,24,no,yes,cellular,9,jul,44,1,-1,0,unknown,3
5974,40,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,145,1,-1,0,unknown,1
5975,43,blue-collar,married,secondary,no,173,no,yes,telephone,9,jul,238,8,-1,0,unknown,3
5976,37,admin.,married,primary,no,214,yes,no,cellular,9,jul,645,1,-1,0,unknown,1
5977,36,technician,married,tertiary,no,3043,yes,no,cellular,9,jul,254,1,-1,0,unknown,1
5978,31,management,single,unknown,no,1023,no,yes,cellular,9,jul,219,1,-1,0,unknown,3
5979,49,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,625,1,-1,0,unknown,3
5980,40,admin.,divorced,secondary,no,4,yes,no,cellular,9,jul,189,1,-1,0,unknown,1
5981,43,management,single,tertiary,no,-2,no,yes,cellular,9,jul,124,1,-1,0,unknown,3
5982,30,services,single,primary,no,6,yes,yes,cellular,9,jul,102,1,-1,0,unknown,3
5983,43,technician,married,secondary,no,-754,yes,yes,cellular,9,jul,727,3,-1,0,unknown,1
5984,28,services,single,secondary,no,1950,no,no,cellular,9,jul,147,1,-1,0,unknown,0
5985,36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,3
5986,44,management,married,tertiary,no,368,no,no,cellular,9,jul,73,3,-1,0,unknown,3
5987,34,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,127,1,-1,0,unknown,3
5988,54,self-employed,married,primary,no,0,no,yes,telephone,9,jul,130,2,-1,0,unknown,3
5989,60,blue-collar,married,secondary,no,19447,yes,no,telephone,9,jul,196,1,-1,0,unknown,2
5990,39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,jul,290,13,-1,0,unknown,1
5991,59,retired,married,unknown,yes,-114,no,yes,cellular,9,jul,611,2,-1,0,unknown,3
5992,34,technician,married,secondary,no,0,no,yes,cellular,9,jul,62,1,-1,0,unknown,3
5993,29,technician,married,secondary,no,492,yes,no,cellular,9,jul,259,1,-1,0,unknown,0
5994,25,student,married,tertiary,no,0,yes,no,cellular,9,jul,160,1,-1,0,unknown,0
5995,40,admin.,married,secondary,no,-253,yes,no,cellular,9,jul,177,1,-1,0,unknown,1
5996,35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,1,-1,0,unknown,1
5997,28,self-employed,single,secondary,no,241,yes,no,cellular,9,jul,275,1,-1,0,unknown,0
5998,57,services,married,secondary,no,140,yes,no,cellular,9,jul,143,1,-1,0,unknown,3
5999,53,technician,divorced,secondary,no,320,no,no,cellular,9,jul,175,1,-1,0,unknown,3
6000,31,services,divorced,unknown,no,0,no,yes,cellular,9,jul,138,1,-1,0,unknown,3
6001,60,housemaid,married,secondary,no,681,no,yes,cellular,9,jul,337,1,-1,0,unknown,3
6002,31,admin.,single,secondary,no,1,no,no,cellular,9,jul,236,1,-1,0,unknown,0
6003,43,retired,single,primary,no,140,no,yes,telephone,9,jul,52,1,-1,0,unknown,3
6004,35,management,single,unknown,no,2361,no,no,cellular,9,jul,90,10,-1,0,unknown,3
6005,44,entrepreneur,married,tertiary,no,1808,yes,no,cellular,9,jul,127,1,-1,0,unknown,1
6006,55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,111,1,-1,0,unknown,1
6007,41,entrepreneur,married,secondary,no,557,no,yes,cellular,9,jul,72,1,-1,0,unknown,3
6008,34,technician,married,secondary,no,0,no,no,cellular,9,jul,628,1,-1,0,unknown,0
6009,34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,1156,1,-1,0,unknown,3
6010,44,blue-collar,single,primary,no,142,yes,no,cellular,9,jul,668,1,-1,0,unknown,1
6011,28,technician,single,secondary,no,441,no,yes,cellular,9,jul,171,2,-1,0,unknown,3
6012,35,blue-collar,married,secondary,no,0,yes,no,cellular,9,jul,277,1,-1,0,unknown,1
6013,50,management,married,secondary,no,1457,no,yes,cellular,9,jul,167,1,-1,0,unknown,3
6014,57,admin.,married,primary,no,389,no,no,cellular,9,jul,108,2,-1,0,unknown,3
6015,56,blue-collar,married,primary,yes,-160,no,no,cellular,9,jul,96,2,-1,0,unknown,3
6016,40,services,married,secondary,no,105,yes,no,cellular,9,jul,161,1,-1,0,unknown,1
6017,37,self-employed,married,tertiary,no,1146,no,yes,cellular,9,jul,80,1,-1,0,unknown,3
6018,39,blue-collar,married,primary,no,3324,no,no,cellular,9,jul,108,1,-1,0,unknown,3
6019,48,admin.,married,secondary,no,113,yes,yes,cellular,9,jul,532,1,-1,0,unknown,1
6020,39,blue-collar,married,secondary,no,1751,no,no,cellular,9,jul,178,2,-1,0,unknown,3
6021,25,technician,single,secondary,no,959,no,no,cellular,9,jul,144,5,-1,0,unknown,0
6022,39,management,married,tertiary,no,1070,yes,yes,cellular,9,jul,71,1,-1,0,unknown,1
6023,48,blue-collar,married,secondary,no,425,yes,no,telephone,9,jul,693,2,-1,0,unknown,1
6024,43,management,single,tertiary,no,3872,yes,no,cellular,9,jul,225,2,-1,0,unknown,1
6025,44,housemaid,married,primary,no,0,yes,no,telephone,9,jul,224,1,-1,0,unknown,1
6026,44,admin.,divorced,secondary,no,145,no,yes,telephone,9,jul,672,6,-1,0,unknown,3
6027,25,services,single,secondary,no,281,no,yes,cellular,9,jul,173,1,-1,0,unknown,3
6028,44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,74,1,-1,0,unknown,1
6029,35,self-employed,married,secondary,no,670,no,no,cellular,9,jul,378,1,-1,0,unknown,3
6030,48,services,married,secondary,no,124,no,yes,cellular,9,jul,294,1,-1,0,unknown,3
6031,51,services,married,secondary,no,260,no,no,telephone,9,jul,183,2,-1,0,unknown,3
6032,54,self-employed,married,tertiary,no,231,no,no,cellular,9,jul,203,3,-1,0,unknown,3
6033,30,blue-collar,single,secondary,no,214,yes,no,cellular,9,jul,364,1,-1,0,unknown,0
6034,30,admin.,married,secondary,no,350,no,yes,cellular,9,jul,171,5,-1,0,unknown,3
6035,56,technician,married,secondary,no,778,no,no,cellular,9,jul,659,1,-1,0,unknown,3
6036,49,management,married,tertiary,no,0,no,no,cellular,9,jul,87,1,-1,0,unknown,3
6037,39,blue-collar,married,primary,no,-176,no,no,cellular,9,jul,176,1,-1,0,unknown,3
6038,51,management,married,secondary,no,3180,yes,no,cellular,9,jul,384,1,-1,0,unknown,1
6039,28,blue-collar,married,secondary,no,368,yes,no,cellular,9,jul,174,7,-1,0,unknown,0
6040,34,services,married,secondary,no,81,yes,yes,cellular,9,jul,90,1,-1,0,unknown,3
6041,26,blue-collar,married,secondary,no,1101,no,no,telephone,9,jul,206,1,-1,0,unknown,0
6042,36,management,married,tertiary,no,6404,yes,yes,telephone,9,jul,304,1,-1,0,unknown,1
6043,34,services,single,secondary,no,49,no,yes,cellular,9,jul,181,1,-1,0,unknown,3
6044,59,entrepreneur,divorced,tertiary,no,-869,no,yes,cellular,9,jul,113,1,-1,0,unknown,3
6045,35,blue-collar,married,secondary,no,-258,yes,no,cellular,9,jul,219,1,-1,0,unknown,1
6046,37,admin.,single,secondary,no,0,no,no,cellular,9,jul,397,6,-1,0,unknown,3
6047,51,blue-collar,divorced,secondary,no,104,no,no,cellular,9,jul,71,1,-1,0,unknown,3
6048,30,blue-collar,married,secondary,no,1,no,yes,cellular,9,jul,347,1,-1,0,unknown,3
6049,49,unemployed,divorced,secondary,no,66,no,no,cellular,9,jul,218,3,-1,0,unknown,3
6050,27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676,5,-1,0,unknown,3
6051,45,technician,married,secondary,no,0,yes,yes,telephone,9,jul,74,1,-1,0,unknown,1
6052,27,blue-collar,single,primary,no,0,no,yes,cellular,9,jul,240,2,-1,0,unknown,3
6053,35,technician,single,tertiary,no,364,no,yes,cellular,9,jul,247,3,-1,0,unknown,3
6054,52,blue-collar,divorced,primary,no,98,no,yes,telephone,9,jul,271,1,-1,0,unknown,3
6055,50,admin.,married,primary,no,-75,no,yes,telephone,9,jul,233,7,-1,0,unknown,3
6056,59,housemaid,married,primary,no,370,yes,no,cellular,9,jul,425,1,-1,0,unknown,3
6057,46,blue-collar,married,secondary,no,6253,yes,no,cellular,9,jul,411,1,-1,0,unknown,1
6058,26,blue-collar,married,secondary,no,818,no,no,cellular,9,jul,226,2,-1,0,unknown,0
6059,38,management,single,tertiary,no,633,no,no,cellular,9,jul,171,3,-1,0,unknown,3
6060,47,admin.,married,secondary,no,3434,yes,yes,telephone,9,jul,337,1,-1,0,unknown,1
6061,32,management,married,tertiary,no,794,yes,yes,cellular,9,jul,1014,1,-1,0,unknown,3
6062,60,retired,divorced,primary,no,1017,no,no,unknown,9,jul,10,20,-1,0,unknown,2
6063,35,housemaid,married,primary,no,0,no,yes,telephone,9,jul,17,1,-1,0,unknown,3
6064,47,technician,married,secondary,no,-3,no,yes,unknown,9,jul,197,1,-1,0,unknown,3
6065,51,services,divorced,secondary,no,234,no,no,cellular,9,jul,281,3,-1,0,unknown,3
6066,31,management,single,tertiary,no,409,no,yes,cellular,9,jul,564,5,-1,0,unknown,3
6067,51,blue-collar,married,unknown,no,41,yes,no,telephone,9,jul,16,43,-1,0,unknown,1
6068,41,blue-collar,married,unknown,no,2113,yes,no,telephone,9,jul,20,5,-1,0,unknown,1
6069,32,entrepreneur,married,unknown,no,73,yes,no,cellular,9,jul,175,1,-1,0,unknown,0
6070,32,housemaid,married,primary,no,0,yes,no,cellular,9,jul,90,1,-1,0,unknown,0
6071,40,admin.,married,secondary,no,2621,no,yes,cellular,9,jul,607,4,-1,0,unknown,3
6072,56,management,single,secondary,no,237,yes,no,telephone,9,jul,236,4,-1,0,unknown,3
6073,29,management,single,tertiary,no,0,yes,no,cellular,9,jul,150,1,-1,0,unknown,0
6074,50,services,married,secondary,no,1683,no,no,telephone,9,jul,56,1,-1,0,unknown,3
6075,27,blue-collar,single,secondary,no,228,no,no,cellular,9,jul,799,6,-1,0,unknown,0
6076,29,admin.,single,secondary,no,1,no,no,telephone,9,jul,372,1,-1,0,unknown,0
6077,49,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439,6,-1,0,unknown,3
6078,42,management,married,tertiary,no,199,yes,no,cellular,9,jul,497,1,-1,0,unknown,1
6079,56,self-employed,married,secondary,no,800,no,yes,cellular,9,jul,170,1,-1,0,unknown,3
6080,56,management,married,secondary,no,1560,yes,no,cellular,9,jul,89,1,-1,0,unknown,2
6081,36,admin.,divorced,primary,no,227,no,no,cellular,9,jul,185,1,-1,0,unknown,3
6082,34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,134,4,-1,0,unknown,3
6083,32,services,married,secondary,no,983,yes,no,cellular,10,jul,121,1,-1,0,unknown,0
6084,41,blue-collar,married,secondary,no,-194,no,yes,cellular,10,jul,307,1,-1,0,unknown,3
6085,42,blue-collar,married,secondary,no,-274,yes,no,cellular,10,jul,75,1,-1,0,unknown,1
6086,32,admin.,married,tertiary,no,1,yes,yes,cellular,10,jul,143,1,-1,0,unknown,3
6087,49,entrepreneur,married,secondary,no,-1965,no,yes,telephone,10,jul,317,2,-1,0,unknown,3
6088,52,admin.,married,secondary,no,3422,no,no,cellular,10,jul,168,1,-1,0,unknown,3
6089,51,services,married,secondary,no,121,yes,no,cellular,10,jul,122,1,-1,0,unknown,1
6090,40,blue-collar,married,primary,no,137,no,yes,cellular,10,jul,214,1,-1,0,unknown,3
6091,46,admin.,married,secondary,no,2583,yes,no,cellular,10,jul,111,1,-1,0,unknown,1
6092,57,management,married,tertiary,no,1410,yes,no,cellular,10,jul,185,1,-1,0,unknown,2
6093,60,retired,married,primary,no,71,no,no,cellular,10,jul,121,3,-1,0,unknown,3
6094,52,entrepreneur,married,primary,no,-104,no,yes,cellular,10,jul,124,1,-1,0,unknown,3
6095,44,blue-collar,married,primary,no,-237,yes,no,telephone,10,jul,73,1,-1,0,unknown,1
6096,39,services,single,primary,no,4453,yes,no,cellular,10,jul,156,1,-1,0,unknown,1
6097,33,services,single,secondary,no,-56,no,yes,cellular,10,jul,119,5,-1,0,unknown,3
6098,35,admin.,married,secondary,no,725,yes,no,cellular,10,jul,402,1,-1,0,unknown,1
6099,49,blue-collar,married,secondary,no,360,no,no,cellular,10,jul,168,1,-1,0,unknown,3
6100,32,technician,married,tertiary,no,113,no,yes,cellular,10,jul,68,1,-1,0,unknown,3
6101,40,admin.,married,secondary,no,540,yes,no,cellular,10,jul,217,1,-1,0,unknown,1
6102,30,admin.,married,secondary,no,-68,yes,no,cellular,10,jul,327,1,-1,0,unknown,0
6103,60,blue-collar,married,secondary,no,721,no,no,cellular,10,jul,160,1,-1,0,unknown,3
6104,40,housemaid,divorced,primary,no,-21,yes,no,cellular,10,jul,192,1,-1,0,unknown,1
6105,30,blue-collar,married,secondary,no,167,yes,no,cellular,10,jul,255,1,-1,0,unknown,0
6106,30,blue-collar,married,primary,no,-336,no,no,cellular,10,jul,128,6,-1,0,unknown,0
6107,33,admin.,married,tertiary,no,55,yes,no,cellular,10,jul,384,1,-1,0,unknown,0
6108,54,admin.,married,tertiary,no,59,yes,no,cellular,10,jul,268,1,-1,0,unknown,1
6109,31,management,married,tertiary,no,181,yes,no,cellular,10,jul,497,1,-1,0,unknown,0
6110,28,blue-collar,single,secondary,yes,0,no,yes,cellular,10,jul,165,1,-1,0,unknown,3
6111,57,retired,married,tertiary,no,-5,no,no,cellular,10,jul,42,1,-1,0,unknown,3
6112,38,technician,married,secondary,no,-475,yes,no,cellular,10,jul,234,1,-1,0,unknown,1
6113,60,technician,married,secondary,no,594,no,no,cellular,10,jul,190,1,-1,0,unknown,3
6114,41,management,married,tertiary,no,472,yes,no,cellular,10,jul,783,1,-1,0,unknown,1
6115,40,self-employed,married,primary,no,624,no,no,cellular,10,jul,228,1,-1,0,unknown,3
6116,43,management,married,tertiary,no,4923,yes,no,cellular,10,jul,1102,1,-1,0,unknown,1
6117,39,technician,single,secondary,no,709,yes,no,cellular,10,jul,441,1,-1,0,unknown,1
6118,38,admin.,single,secondary,no,2246,yes,no,cellular,10,jul,370,1,-1,0,unknown,1
6119,50,management,married,tertiary,no,1612,yes,no,cellular,10,jul,103,1,-1,0,unknown,1
6120,41,technician,married,secondary,no,-215,no,yes,cellular,10,jul,277,1,-1,0,unknown,3
6121,33,management,married,tertiary,no,4054,yes,no,cellular,10,jul,633,1,-1,0,unknown,0
6122,36,admin.,single,secondary,no,9002,yes,yes,cellular,10,jul,793,1,-1,0,unknown,1
6123,30,management,married,tertiary,no,0,no,no,cellular,10,jul,152,1,-1,0,unknown,0
6124,34,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,961,1,-1,0,unknown,3
6125,42,blue-collar,divorced,secondary,no,898,yes,no,cellular,10,jul,347,1,-1,0,unknown,1
6126,45,admin.,single,secondary,no,205,no,yes,cellular,10,jul,329,1,-1,0,unknown,3
6127,59,admin.,married,secondary,no,0,yes,no,cellular,10,jul,982,1,-1,0,unknown,3
6128,51,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,324,1,-1,0,unknown,1
6129,29,technician,single,secondary,yes,-33,no,yes,cellular,10,jul,171,1,-1,0,unknown,3
6130,39,blue-collar,married,primary,no,521,no,yes,cellular,10,jul,149,1,-1,0,unknown,3
6131,52,services,married,secondary,no,2072,no,no,cellular,10,jul,224,1,-1,0,unknown,3
6132,29,services,single,secondary,no,-293,no,yes,cellular,10,jul,150,1,-1,0,unknown,3
6133,58,retired,divorced,secondary,no,439,no,yes,cellular,10,jul,48,2,-1,0,unknown,3
6134,50,blue-collar,divorced,primary,no,-10,no,yes,cellular,10,jul,369,6,-1,0,unknown,3
6135,60,retired,divorced,tertiary,no,473,no,no,cellular,10,jul,100,1,-1,0,unknown,3
6136,48,blue-collar,divorced,secondary,no,4597,yes,no,cellular,10,jul,285,1,-1,0,unknown,1
6137,28,services,married,secondary,no,72,no,yes,cellular,10,jul,418,4,-1,0,unknown,3
6138,56,retired,divorced,secondary,no,-890,yes,no,cellular,10,jul,467,1,-1,0,unknown,3
6139,35,management,single,tertiary,no,292,no,yes,cellular,10,jul,220,1,-1,0,unknown,3
6140,56,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,542,1,-1,0,unknown,3
6141,41,blue-collar,married,secondary,no,393,yes,yes,cellular,10,jul,122,1,-1,0,unknown,1
6142,34,blue-collar,married,secondary,no,290,yes,no,cellular,10,jul,132,1,-1,0,unknown,0
6143,56,management,married,tertiary,no,1674,yes,yes,cellular,10,jul,143,1,-1,0,unknown,2
6144,32,admin.,divorced,secondary,no,0,no,no,cellular,10,jul,212,1,-1,0,unknown,0
6145,43,blue-collar,married,primary,no,1968,yes,no,cellular,10,jul,279,1,-1,0,unknown,1
6146,32,services,single,secondary,no,-23,no,no,cellular,10,jul,182,1,-1,0,unknown,0
6147,55,admin.,single,secondary,no,645,no,no,telephone,10,jul,123,1,-1,0,unknown,3
6148,55,retired,married,primary,no,386,no,yes,cellular,10,jul,136,1,-1,0,unknown,3
6149,56,services,divorced,secondary,no,140,no,no,cellular,10,jul,173,1,-1,0,unknown,3
6150,37,admin.,single,secondary,no,-261,no,yes,cellular,10,jul,259,1,-1,0,unknown,3
6151,37,entrepreneur,married,tertiary,no,227,yes,no,cellular,10,jul,283,1,-1,0,unknown,1
6152,42,entrepreneur,divorced,tertiary,no,367,yes,no,cellular,10,jul,563,1,-1,0,unknown,1
6153,35,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,421,1,-1,0,unknown,1
6154,35,admin.,single,secondary,no,203,yes,no,cellular,10,jul,301,1,-1,0,unknown,1
6155,36,blue-collar,married,secondary,no,580,no,no,cellular,10,jul,633,1,-1,0,unknown,3
6156,36,management,single,tertiary,no,1013,yes,no,cellular,10,jul,111,1,-1,0,unknown,1
6157,34,blue-collar,single,secondary,no,0,yes,no,cellular,10,jul,307,1,-1,0,unknown,0
6158,25,admin.,single,secondary,no,19,no,no,cellular,10,jul,133,1,-1,0,unknown,0
6159,39,services,married,secondary,no,54,yes,no,cellular,10,jul,466,1,-1,0,unknown,1
6160,39,management,married,tertiary,no,-4,no,no,cellular,10,jul,358,1,-1,0,unknown,3
6161,33,blue-collar,married,secondary,no,1786,no,no,cellular,10,jul,209,1,-1,0,unknown,0
6162,31,technician,married,secondary,no,0,yes,yes,cellular,10,jul,114,1,-1,0,unknown,3
6163,60,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,421,6,-1,0,unknown,2
6164,46,blue-collar,married,primary,no,-388,yes,yes,cellular,10,jul,207,1,-1,0,unknown,1
6165,58,self-employed,married,secondary,no,9994,no,no,cellular,10,jul,400,1,-1,0,unknown,2
6166,32,technician,married,secondary,no,0,yes,yes,cellular,10,jul,428,1,-1,0,unknown,3
6167,30,services,single,secondary,no,85,yes,no,cellular,10,jul,81,7,-1,0,unknown,0
6168,28,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,720,2,-1,0,unknown,3
6169,50,admin.,married,secondary,no,-130,yes,no,cellular,10,jul,328,1,-1,0,unknown,1
6170,57,housemaid,married,secondary,no,158,yes,no,telephone,10,jul,73,1,-1,0,unknown,3
6171,53,retired,married,primary,no,61,no,yes,cellular,10,jul,190,1,-1,0,unknown,3
6172,58,retired,married,secondary,no,1067,no,no,telephone,10,jul,445,1,-1,0,unknown,2
6173,29,technician,single,secondary,no,1714,no,yes,telephone,10,jul,45,1,-1,0,unknown,3
6174,34,admin.,married,secondary,no,2378,yes,yes,telephone,10,jul,92,1,-1,0,unknown,3
6175,30,blue-collar,single,secondary,no,1598,yes,no,cellular,10,jul,634,1,-1,0,unknown,0
6176,54,management,married,tertiary,no,0,yes,no,cellular,10,jul,144,1,-1,0,unknown,1
6177,53,blue-collar,married,secondary,no,684,yes,yes,cellular,10,jul,197,1,-1,0,unknown,1
6178,26,admin.,single,secondary,no,81,no,yes,cellular,10,jul,604,1,-1,0,unknown,3
6179,33,management,married,tertiary,no,1163,yes,no,cellular,10,jul,210,1,-1,0,unknown,0
6180,32,blue-collar,married,secondary,no,0,no,no,cellular,10,jul,269,1,-1,0,unknown,0
6181,35,blue-collar,married,secondary,no,609,yes,no,telephone,10,jul,136,1,-1,0,unknown,1
6182,58,management,divorced,tertiary,no,0,no,no,telephone,10,jul,227,7,-1,0,unknown,3
6183,57,admin.,divorced,secondary,no,658,no,no,cellular,10,jul,724,1,-1,0,unknown,3
6184,38,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500,1,-1,0,unknown,1
6185,28,blue-collar,single,secondary,no,339,yes,no,cellular,10,jul,353,1,-1,0,unknown,0
6186,54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown,3
6187,34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129,1,-1,0,unknown,0
6188,29,admin.,married,secondary,no,795,yes,yes,cellular,10,jul,270,2,-1,0,unknown,3
6189,46,blue-collar,married,secondary,yes,-319,no,yes,cellular,10,jul,502,2,-1,0,unknown,3
6190,49,retired,married,primary,no,192,no,no,cellular,10,jul,227,1,-1,0,unknown,3
6191,25,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,1499,3,-1,0,unknown,0
6192,37,unemployed,single,tertiary,yes,0,yes,no,cellular,10,jul,108,1,-1,0,unknown,1
6193,30,technician,married,tertiary,no,1338,yes,yes,cellular,10,jul,81,6,-1,0,unknown,3
6194,29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,unknown,0
6195,30,technician,married,tertiary,no,91,no,no,cellular,10,jul,363,2,-1,0,unknown,0
6196,30,technician,single,secondary,no,-156,no,yes,cellular,10,jul,119,2,-1,0,unknown,3
6197,35,services,married,secondary,no,501,yes,yes,cellular,10,jul,223,8,-1,0,unknown,1
6198,42,blue-collar,married,primary,no,-404,yes,yes,cellular,10,jul,562,1,-1,0,unknown,1
6199,36,blue-collar,married,secondary,no,576,yes,no,cellular,10,jul,290,2,-1,0,unknown,1
6200,33,admin.,married,secondary,no,89,no,no,telephone,10,jul,524,3,-1,0,unknown,0
6201,41,technician,married,secondary,no,305,yes,yes,cellular,10,jul,61,4,-1,0,unknown,1
6202,60,housemaid,married,primary,no,763,yes,no,telephone,10,jul,180,3,-1,0,unknown,3
6203,30,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,1399,1,-1,0,unknown,3
6204,37,services,divorced,secondary,no,135,no,no,cellular,10,jul,460,1,-1,0,unknown,3
6205,33,blue-collar,married,secondary,no,66,no,no,cellular,10,jul,182,1,-1,0,unknown,0
6206,54,technician,married,secondary,no,89,yes,no,cellular,10,jul,140,3,-1,0,unknown,1
6207,44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown,1
6208,32,management,single,tertiary,no,26,no,no,cellular,10,jul,55,6,-1,0,unknown,0
6209,39,blue-collar,single,primary,no,1220,no,no,telephone,10,jul,148,20,-1,0,unknown,3
6210,27,entrepreneur,married,tertiary,no,-23,no,no,cellular,10,jul,123,4,-1,0,unknown,0
6211,29,management,married,tertiary,no,6586,no,no,cellular,10,jul,176,1,-1,0,unknown,0
6212,33,admin.,married,secondary,no,13160,no,no,cellular,10,jul,212,1,-1,0,unknown,0
6213,40,services,married,primary,no,352,yes,no,cellular,10,jul,258,1,-1,0,unknown,1
6214,41,blue-collar,married,primary,no,372,yes,no,telephone,11,jul,117,1,-1,0,unknown,1
6215,41,technician,single,secondary,no,-618,yes,yes,cellular,11,jul,215,1,-1,0,unknown,1
6216,30,admin.,single,tertiary,no,5,no,yes,cellular,11,jul,58,1,-1,0,unknown,3
6217,35,management,married,tertiary,no,0,no,no,cellular,11,jul,89,1,-1,0,unknown,3
6218,40,admin.,married,secondary,no,149,yes,no,cellular,11,jul,159,1,-1,0,unknown,1
6219,26,management,married,tertiary,no,17,no,yes,cellular,11,jul,522,1,-1,0,unknown,3
